Entity,Code,Year,Annual CO2 emissions,Cumulative CO2 emissions
United States,USA,1911,1265776100,21961247000
United States,USA,1912,1351017700,23312263000
United States,USA,1913,1450855400,24763120000
United States,USA,1914,1325944300,26089062000
United States,USA,1915,1375451600,27464516000
United States,USA,1916,1527240000,28991754000
United States,USA,1917,1679331300,30671086000
United States,USA,1918,1754117200,32425204000
United States,USA,1919,1486433300,33911636000
United States,USA,1920,1747166700,35658805000
United States,USA,1921,1432479000,37091283000
United States,USA,1922,1446013000,38537294000
United States,USA,1923,1909034400,40446330000
United States,USA,1924,1711686500,42158014000
United States,USA,1925,1758185500,43916200000
United States,USA,1926,1906048500,45822250000
United States,USA,1927,1862839200,47685090000
United States,USA,1928,1830965000,49516057000
United States,USA,1929,1963506200,51479560000
United States,USA,1930,1744916200,53224477000
United States,USA,1931,1484959100,54709436000
United States,USA,1932,1257814100,55967250000
United States,USA,1933,1348876800,57316127000
United States,USA,1934,1436238600,58752365000
United States,USA,1935,1492320900,60244685000
United States,USA,1936,1713411700,61958100000
United States,USA,1937,1792609900,63750710000
United States,USA,1938,1515749900,65266460000
United States,USA,1939,1670920400,66937377000
United States,USA,1940,1874985100,68812366000
United States,USA,1941,2043585000,70855950000
United States,USA,1942,2198264800,73054220000
United States,USA,1943,2272059100,75326276000
United States,USA,1944,2444903700,77771180000
United States,USA,1945,2359551500,80130730000
United States,USA,1946,2257493800,82388220000
United States,USA,1947,2485854500,84874080000
United States,USA,1948,2582558700,87456640000
United States,USA,1949,2164862200,89621496000
United States,USA,1950,2541485300,92162980000
United States,USA,1951,2618704400,94781686000
United States,USA,1952,2551215900,97332900000
United States,USA,1953,2612971300,99945870000
United States,USA,1954,2489462300,102435340000
United States,USA,1955,2728508400,105163840000
United States,USA,1956,2859987500,108023830000
United States,USA,1957,2835772200,110859610000
United States,USA,1958,2747107600,113606710000
United States,USA,1959,2831908400,116438620000
United States,USA,1960,2897308000,119335930000
United States,USA,1961,2886861800,122222790000
United States,USA,1962,2993898500,125216690000
United States,USA,1963,3126484000,128343170000
United States,USA,1964,3264306400,131607480000
United States,USA,1965,3399539200,135007020000
United States,USA,1966,3571417600,138578430000
United States,USA,1967,3705461000,142283900000
United States,USA,1968,3840923400,146124820000
United States,USA,1969,4035156200,150159980000
United States,USA,1970,4339704300,154499680000
United States,USA,1971,4365483500,158865160000
United States,USA,1972,4573033500,163438200000
United States,USA,1973,4777725000,168215920000
United States,USA,1974,4608462300,172824380000
United States,USA,1975,4414455300,177238840000
United States,USA,1976,4621539000,181860380000
United States,USA,1977,4749501000,186609880000
United States,USA,1978,4897339000,191507220000
United States,USA,1979,4908766000,196415980000
United States,USA,1980,4730218500,201146200000
United States,USA,1981,4543633400,205689830000
United States,USA,1982,4311918600,210001760000
United States,USA,1983,4346381000,214348140000
United States,USA,1984,4479379500,218827520000
United States,USA,1985,4495378400,223322900000
United States,USA,1986,4498135600,227821030000
United States,USA,1987,4691930000,232512960000
United States,USA,1988,4897776000,237410730000
United States,USA,1989,4960237600,242370970000
United States,USA,1990,5131760600,247502730000
United States,USA,1991,5076412400,252579150000
United States,USA,1992,5178769400,257757920000
United States,USA,1993,5279520300,263037440000
United States,USA,1994,5361863000,268399300000
United States,USA,1995,5425837600,273825140000
United States,USA,1996,5601094000,279426240000
United States,USA,1997,5673144000,285099360000
United States,USA,1998,5736360000,290835730000
United States,USA,1999,5800281000,296636020000
United States,USA,2000,6023158000,302659170000
United States,USA,2001,5903562000,308562720000
United States,USA,2002,5947819500,314510540000
United States,USA,2003,6006440000,320516980000
United States,USA,2004,6111545000,326628540000
United States,USA,2005,6126903300,332755440000
United States,USA,2006,6045326300,338800770000
United States,USA,2007,6121542700,344922320000
United States,USA,2008,5919221000,350841540000
United States,USA,2009,5486104000,356327650000
United States,USA,2010,5669250000,361996880000
United States,USA,2011,5538973000,367535850000
United States,USA,2012,5331467300,372867330000
United States,USA,2013,5473436000,378340770000
United States,USA,2014,5531385300,383872140000
United States,USA,2015,5368496600,389240650000
United States,USA,2016,5245361700,394486020000
United States,USA,2017,5195417600,399681420000
United States,USA,2018,5361236500,405042660000
United States,USA,2019,5235912000,410278560000
United States,USA,2020,4689954000,414968500000
United States,USA,2021,5020111000,419988640000
United States,USA,2022,5055403000,425044050000
United States,USA,2023,4918406700,429962460000
United States,USA,2024,4904120000,434866550000
